artist_name,album_name,album_link,album_cover,album_popularity,release_date,total_tracks,tracks,lyrics,release_year,words,polarity,sentiment,is_top_outlier,is_bottom_outlier
Queen,Queen,https://open.spotify.com/album/2hZTdsWsAqlgrYG6Nd6Egg,https://i.scdn.co/image/ab67616d0000b2731de3187680d052813e7fd4d0,47,1973-07-13,16,Keep Yourself Alive ,"keep yourself alive lyrics taking off i was told a million times of all the troubles in my way mind you grow a little wiser, little better every day but if i crossed a million rivers and i rode a million miles then i`d still be where i started, bread and butter for a smile well, i sold a million mirrors in a shop in alley way but i never saw my face in any window any day now they say your folks are telling you, “be a superstar” but i tell you, just be satisfied and stay right where you are keep yourself alive , keep yourself alive take you all your time and-a money, honey, you`ll survive well, i`ve loved a million women in a belladonic haze and i ate a million dinners brought to me on silver trays give me everything i need to feed my body and my soul and i`ll grow a little bigger, maybe that can be my goal i was told a million times of all the people in my way how i had to keep on trying and get better every day but if i crossed a million rivers and i rode a million miles then i`d still be where i started, same as when i started you might also like keep yourself alive , keep yourself alive take you all your time and-a money, honey, you`ll survive keep yourself alive , keep yourself alive oh, take you all your time and-a money to keep me satisfied do you think you`re better every day? no, i just think i`m two steps nearer to my grave keep yourself alive , keep yourself alive you take your time and take my money, keep yourself alive keep yourself alive , keep yourself alive all you people, keep yourself alive keep yourself alive , keep yourself alive take you all your time and-a money to keep me satisfied keep yourself alive, keep yourself alive all you people, keep yourself alive take you all your time and money, honey, you will survive keep you satisfied, keep yourself alive…17embed",1973,"[' keep yourself alive Take you all your time and-a money', ' keep yourself alive Take you all your time and-a money to keep me satisfied Keep yourself alive', ' “Be a superstar” But I tell you', ' bread and butter for a smile Well', ' just be satisfied and stay right where you are Keep yourself alive ', ' little better every day But if I crossed a million rivers and I rode a million miles Then I`d still be where I started', ' I`ve loved a million women in a belladonic haze And I ate a million dinners brought to me on silver trays Give me everything I need to feed my body and my soul And I`ll grow a little bigger', ' take you all your time and-a money to keep me satisfied Do you think you`re better every day? No', ' keep yourself alive…17Embed', ' same as when I started You might also like Keep yourself alive ', ' you`ll survive Keep yourself alive ', 'Keep Yourself Alive Lyrics Taking off I was told a million times of all the troubles in my way Mind you grow a little wiser', ' maybe that can be my goal I was told a million times of all the people in my way How I had to keep on trying and get better every day But if I crossed a million rivers and I rode a million miles Then I`d still be where I started', ' keep yourself alive Take you all your time and money', ' you will survive Keep you satisfied', ' keep yourself alive Keep yourself alive ', ' keep yourself alive Oh', ' I sold a million mirrors in a shop in Alley Way But I never saw my face in any window any day Now they say your folks are telling you', ' I just think I`m two steps nearer to my grave Keep yourself alive ', ' honey', ' you`ll survive Well', ' keep yourself alive You take your time and take my money', ' keep yourself alive All you people']",0.1825216450216449,upbeat,False,False
Queen,Queen,https://open.spotify.com/album/2hZTdsWsAqlgrYG6Nd6Egg,https://i.scdn.co/image/ab67616d0000b2731de3187680d052813e7fd4d0,47,1973-07-13,16,Doing Alright ,"suicide sally & johnny guitar lyricssuicide sally and johnny guitar she overdosed and crashed in her car amphetamine jab, shot a hole in his head ran out of veins, ran out of friends alright, alright, oh baby baby, you`re doing alright alright, alright, oh baby baby, you`re doing alright gearhead candy is a natural queen bed motorcycle, you know what i mean she got her wings, giving head to a priest the fucker choked on his rosary beads alright, alright, oh baby baby, you`re doing alright alright, alright, oh baby baby, you`re doing alright alright, alright, oh baby baby, you`re doing alright alright, alright, oh baby baby, you`re doing alright stone cold sally is a stubbled whore her face is plastic, so is her soul she hates her body she is a he striptease and pre-teased, feeling diseased alright, alright, oh baby baby, you`re doing alright alright, alright, oh baby baby, you`re doing alright hey rock`n`roll doctor rocknroll nurse gimme a shot gimme some pills i dont need a knife i dont need a gun i gotta crown made of human skull alright, alright, oh baby baby, you`re doing alright alright, alright, oh baby baby, you`re doing alright alright, alright, oh baby baby, you`re doing alright alright, alright, oh baby baby, you`re doing alright you might also likena na- na na  na naa na na- na na  na naa na na- na na  na naa na na- na na  na naa na na- na na  na naa na na- na na  na naa na na- na na  na naa na na- na na  na naa, rock and roll doctorembed",1973,"[' shot a hole in his head Ran out of veins', ' ran out of friends Alright', ' you`re doing alright Alright', ' you know what I mean She got her wings', ' feeling diseased Alright', ' you`re doing alright You might also likeNa na- na na  na naa Na na- na na  na naa Na na- na na  na naa Na na- na na  na naa Na na- na na  na naa Na na- na na  na naa Na na- na na  na naa Na na- na na  na naa', ' you`re doing alright Hey rock`n`roll doctor rocknroll nurse Gimme a shot gimme some pills I dont need a knife I dont need a gun I gotta crown made of human skull Alright', ' rock and roll doctorEmbed', ' oh baby baby', ' you`re doing alright Gearhead candy is a natural queen Bed motorcycle', ' so is her soul She hates her body she is a he Striptease and Pre-teased', 'Suicide Sally & Johnny Guitar LyricsSuicide Sally and Johnny Guitar She overdosed and crashed in her car Amphetamine jab', ' giving head to a priest The Fucker choked on his rosary beads Alright', ' alright', ' you`re doing alright Stone cold Sally is a stubbled whore Her face is plastic']",-0.2825,downer,False,False
Queen,Queen,https://open.spotify.com/album/2hZTdsWsAqlgrYG6Nd6Egg,https://i.scdn.co/image/ab67616d0000b2731de3187680d052813e7fd4d0,47,1973-07-13,16,Great King Rat ,"great king rat lyrics great king rat died today born on the twenty-first of may died, syphilis, forty-four on his birthday every second word he swore yes, he was the son of a whore always wanted by the law wouldn`t you like to know? wouldn`t you like to know, people? great king rat was a dirty old man and a dirty old man was he now what did i tell you? would you like to see? now hear this where will i be tomorrow? will i beg? will i borrow? i don`t care, i don`t care come on, come on, the time is right the man is evil and that is right i told you and that`s no lie you might also like wouldn`t you like to know? wouldn`t you like to know? wouldn`t you like to know? great king rat was a dirty old man and a dirty old man was he now what did i tell you? would you like to see? show me! wouldn`t you like to know? wouldn`t you like to know? people great king rat was a dirty old man and a dirty old man was he now what did i tell you? would you like to see? hit it! now listen, all you people put out the good and keep the bad don`t believe all you read in the bible you sinners get in line saints you leave far behind very soon you`re go be his disciple don`t listen to what mama says not a word, not a word mama says or else you`ll find yourself being the rival the great lord, before he died knelt sinners by his side and said ""you`re going to realize tomorrow"" no, i`m not go tell you what you already know `cause time and time again the old man said it all a long time ago come, come on, the time is right this evil man will fight i told you once before wouldn`t you like to know? wouldn`t you like to know? just like i said before great king rat was a dirty old man and a dirty old man was he the last time i tell you would you like to see? 6embed",1973,"[' come on', ' syphilis', ' the time is right This evil man will fight I told you once before Wouldn`t you like to know? Wouldn`t you like to know? Just like I said before Great King Rat was a dirty old man And a dirty old man was he The last time I tell you Would you like to see? 6Embed', ' he was the son of a whore Always wanted by the law Wouldn`t you like to know? Wouldn`t you like to know', ' people? Great King Rat was a dirty old man And a dirty old man was he Now what did I tell you? Would you like to see? Now hear this Where will I be tomorrow? Will I beg? Will I borrow? I don`t care', 'Great King Rat Lyrics Great King Rat died today Born on the twenty-first of May Died', ' the time is right The man is evil and that is right I told you And that`s no lie You might also like Wouldn`t you like to know? Wouldn`t you like to know? Wouldn`t you like to know? Great King Rat was a dirty old man And a dirty old man was he Now what did I tell you? Would you like to see? Show me! Wouldn`t you like to know? Wouldn`t you like to know? People Great King Rat was a dirty old man And a dirty old man was he Now what did I tell you? Would you like to see? Hit it! Now listen', ' not a word Mama says Or else you`ll find yourself being the rival The great Lord', ' I`m not go tell you What you already know `Cause time and time again The old man said it all a long time ago Come', ' before he died Knelt sinners by his side And said ""You`re going to realize tomorrow"" No', ' all you people Put out the good and keep the bad Don`t believe all you read in the Bible You sinners get in line Saints you leave far behind Very soon you`re go be his disciple Don`t listen to what Mama says Not a word', ' forty-four on his birthday Every second word he swore Yes', ' I don`t care Come on']",0.0123552123552123,upbeat,False,False
Queen,Queen,https://open.spotify.com/album/2hZTdsWsAqlgrYG6Nd6Egg,https://i.scdn.co/image/ab67616d0000b2731de3187680d052813e7fd4d0,47,1973-07-13,16,The Night Comes Down ,"the night comes down lyrics when i was young it came to me and i could see the sun breaking lucy was high and so was i dazzling, holding the world inside once i believed in everyone everyone and anyone can see oh-oh, the night comes down and i get afraid of losing my way oh-oh, the night comes down ooh, and it`s dark again once i could laugh with everyone once i could see the good in me the black and the white distinctively colouring, holding the world inside now all the world is grey to me nobody can see you gotta believe it oh-oh, the night comes down and i get afraid of losing my way oh-oh, the night comes down oooh, and it`s dark again and it`s dark again and it`s dark again you might also like7embed",1973,"[' and it`s dark again And it`s dark again And it`s dark again You might also like7Embed', ' the night comes down Oooh', ' holding the world inside Once I believed in everyone Everyone and anyone can see Oh-oh', ' and it`s dark again Once I could laugh with everyone Once I could see the good in me The black and the white distinctively Colouring', ' the night comes down And I get afraid of losing my way Oh-oh', ' the night comes down Ooh', ' holding the world inside Now all the world is grey to me Nobody can see You gotta believe it Oh-oh', 'The Night Comes Down Lyrics When I was young it came to me And I could see the sun breaking Lucy was high and so was I Dazzling']",-0.0412865497076023,downer,False,False
Queen,Queen,https://open.spotify.com/album/2hZTdsWsAqlgrYG6Nd6Egg,https://i.scdn.co/image/ab67616d0000b2731de3187680d052813e7fd4d0,47,1973-07-13,16,Jesus ,"jesus lyrics and then i saw him in the crowd a lot of people had gathered `round him the beggars shouted, the lepers called him the old man said nothing he just stared about him all going down to see the lord jesus all going down to see the lord jesus all going down then came a man before his feet he fell unclean, said the leper and rang his bell felt the palm of a hand touch his head go now, go now you`re a new man instead all going down to see the lord jesus all going down to see the lord jesus all going down you might also like it all began with the three wise men followed a star, took them to bethlehem and made it heard throughout the land born was a leader of man all going down to see the lord jesus all going down to see the lord jesus all going down it all began with the three wise men followed a star, took them to bethlehem and made it heard throughout the land born was a leader of man, that`s right all going down to see the lord jesus all going down to see the lord jesus all going down1embed",1973,"[' took them to Bethlehem And made it heard throughout the land Born was a leader of man All going down To see the Lord Jesus All going down To see the Lord Jesus All going down It all began with the three wise men Followed a star', 'Jesus Lyrics And then I saw Him in the crowd A lot of people had gathered `round Him The beggars shouted', ' that`s right All going down To see the Lord Jesus All going down To see the Lord Jesus All going down1Embed', ' said the leper and rang his bell Felt the palm of a hand touch his head Go now', ' took them to Bethlehem And made it heard throughout the land Born was a leader of man', ' go now You`re a new man instead All going down To see the Lord Jesus All going down To see the Lord Jesus All going down You might also like It all began with the three wise men Followed a star', ' the lepers called Him The old man said nothing He just stared about Him All going down To see the Lord Jesus All going down To see the Lord Jesus All going down Then came a man before his feet he fell Unclean']",0.0006451065274594,upbeat,False,False
Queen,Queen,https://open.spotify.com/album/2hZTdsWsAqlgrYG6Nd6Egg,https://i.scdn.co/image/ab67616d0000b2731de3187680d052813e7fd4d0,47,1973-07-13,16,Keep Yourself Alive ,"keep yourself alive lyrics taking off i was told a million times of all the troubles in my way mind you grow a little wiser, little better every day but if i crossed a million rivers and i rode a million miles then i`d still be where i started, bread and butter for a smile well, i sold a million mirrors in a shop in alley way but i never saw my face in any window any day now they say your folks are telling you, “be a superstar” but i tell you, just be satisfied and stay right where you are keep yourself alive , keep yourself alive take you all your time and-a money, honey, you`ll survive well, i`ve loved a million women in a belladonic haze and i ate a million dinners brought to me on silver trays give me everything i need to feed my body and my soul and i`ll grow a little bigger, maybe that can be my goal i was told a million times of all the people in my way how i had to keep on trying and get better every day but if i crossed a million rivers and i rode a million miles then i`d still be where i started, same as when i started you might also like keep yourself alive , keep yourself alive take you all your time and-a money, honey, you`ll survive keep yourself alive , keep yourself alive oh, take you all your time and-a money to keep me satisfied do you think you`re better every day? no, i just think i`m two steps nearer to my grave keep yourself alive , keep yourself alive you take your time and take my money, keep yourself alive keep yourself alive , keep yourself alive all you people, keep yourself alive keep yourself alive , keep yourself alive take you all your time and-a money to keep me satisfied keep yourself alive, keep yourself alive all you people, keep yourself alive take you all your time and money, honey, you will survive keep you satisfied, keep yourself alive…17embed",1973,"[' keep yourself alive Take you all your time and-a money', ' keep yourself alive Take you all your time and-a money to keep me satisfied Keep yourself alive', ' “Be a superstar” But I tell you', ' bread and butter for a smile Well', ' just be satisfied and stay right where you are Keep yourself alive ', ' little better every day But if I crossed a million rivers and I rode a million miles Then I`d still be where I started', ' I`ve loved a million women in a belladonic haze And I ate a million dinners brought to me on silver trays Give me everything I need to feed my body and my soul And I`ll grow a little bigger', ' take you all your time and-a money to keep me satisfied Do you think you`re better every day? No', ' keep yourself alive…17Embed', ' same as when I started You might also like Keep yourself alive ', ' you`ll survive Keep yourself alive ', 'Keep Yourself Alive Lyrics Taking off I was told a million times of all the troubles in my way Mind you grow a little wiser', ' maybe that can be my goal I was told a million times of all the people in my way How I had to keep on trying and get better every day But if I crossed a million rivers and I rode a million miles Then I`d still be where I started', ' keep yourself alive Take you all your time and money', ' you will survive Keep you satisfied', ' keep yourself alive Keep yourself alive ', ' keep yourself alive Oh', ' I sold a million mirrors in a shop in Alley Way But I never saw my face in any window any day Now they say your folks are telling you', ' I just think I`m two steps nearer to my grave Keep yourself alive ', ' honey', ' you`ll survive Well', ' keep yourself alive You take your time and take my money', ' keep yourself alive All you people']",0.1825216450216449,upbeat,False,False
Queen,Queen,https://open.spotify.com/album/2hZTdsWsAqlgrYG6Nd6Egg,https://i.scdn.co/image/ab67616d0000b2731de3187680d052813e7fd4d0,47,1973-07-13,16,Jesus ,"jesus lyrics and then i saw him in the crowd a lot of people had gathered `round him the beggars shouted, the lepers called him the old man said nothing he just stared about him all going down to see the lord jesus all going down to see the lord jesus all going down then came a man before his feet he fell unclean, said the leper and rang his bell felt the palm of a hand touch his head go now, go now you`re a new man instead all going down to see the lord jesus all going down to see the lord jesus all going down you might also like it all began with the three wise men followed a star, took them to bethlehem and made it heard throughout the land born was a leader of man all going down to see the lord jesus all going down to see the lord jesus all going down it all began with the three wise men followed a star, took them to bethlehem and made it heard throughout the land born was a leader of man, that`s right all going down to see the lord jesus all going down to see the lord jesus all going down1embed",1973,"[' took them to Bethlehem And made it heard throughout the land Born was a leader of man All going down To see the Lord Jesus All going down To see the Lord Jesus All going down It all began with the three wise men Followed a star', 'Jesus Lyrics And then I saw Him in the crowd A lot of people had gathered `round Him The beggars shouted', ' that`s right All going down To see the Lord Jesus All going down To see the Lord Jesus All going down1Embed', ' said the leper and rang his bell Felt the palm of a hand touch his head Go now', ' took them to Bethlehem And made it heard throughout the land Born was a leader of man', ' go now You`re a new man instead All going down To see the Lord Jesus All going down To see the Lord Jesus All going down You might also like It all began with the three wise men Followed a star', ' the lepers called Him The old man said nothing He just stared about Him All going down To see the Lord Jesus All going down To see the Lord Jesus All going down Then came a man before his feet he fell Unclean']",0.0006451065274594,upbeat,False,False
Queen,Queen II,https://open.spotify.com/album/48MhNEYxMJvcBbqz85UTQP,https://i.scdn.co/image/ab67616d0000b273d92f69c3b3adb389afdde64f,54,1974-03-08,16,The Loser In The End ,"the loser in the end lyrics mama`s gotta problem she don`t know what to say her little baby boy has just left home today she`s got to be the loser in the end she`s got to be the loser in the end misuse her and you`ll lose her as a friend she`s ma on whom you can always depend uuu-uuh she washed and fed and clothed and cared for nearly twenty years and all she gets is ""goodbye ma"" and the nighttime`s for her tears she`s got to be the loser in the end she`s got to be the loser in the end misuse her and you`ll lose her as a friend she`s ma on whom you can always depend uuu-uuh, uuuh we hear you talking now you might also like so listen, mothers everywhere to just one mother`s son you`ll get forgotten on the way if you don`t let them have their fun forget regrets, and just remember it`s not so long since you were young you`re bound to be the loser in the end you`re bound to be the loser in the end they`ll choose their new shoes that`s not far to bend you`re ma on whom they can always depend uuu-uuh, uuuh 2embed",1974,"['The Loser in the End Lyrics Mama`s gotta problem She don`t know what to say Her little baby boy Has just left home today She`s got to be the loser in the end She`s got to be the loser in the end Misuse her and you`ll lose her as a friend She`s Ma on whom you can always depend Uuu-uuh She washed and fed And clothed and cared For nearly twenty years And all she gets is ""goodbye Ma"" And the nighttime`s for her tears She`s got to be the loser in the end She`s got to be the loser in the end Misuse her and you`ll lose her as a friend She`s Ma on whom you can always depend Uuu-uuh', ' uuuh 2Embed', ' mothers everywhere To just one mother`s son You`ll get forgotten on the way If you don`t let them have their fun Forget regrets', ' and just remember It`s not so long since you were young You`re bound to be the loser in the end You`re bound to be the loser in the end They`ll choose their new shoes That`s not far to bend You`re Ma on whom they can always depend Uuu-uuh', ' uuuh We hear you talking now You might also like So listen']",0.0276515151515151,upbeat,False,False
Queen,Queen II,https://open.spotify.com/album/48MhNEYxMJvcBbqz85UTQP,https://i.scdn.co/image/ab67616d0000b273d92f69c3b3adb389afdde64f,54,1974-03-08,16,Ogre Battle ,"ogre battle lyrics ahh! ah, ah, ah, ah ah, ah, ah, ah, ahh! now once upon a time an old man told me a fable when the piper is gone and the soup is cold on your table and if the black crow flies to find a new destination that is the sign come tonight come to the ogre site come to the ogre battle fight he gives a great big cry and he can swallow up the ocean with a mighty tongue, he catches flies the palm of a hand, the incredible size one great big eye has a focus in your direction now the battle is on yeah yeah yeah you might also like come tonight come to the ogre site come to the ogre battle fight ah, ah, ah, ah, ahh! c`mon! the ogre men are still inside the two-way mirror mountain gotta keep down right out of sight you can`t see in, but they can see out ""ooh, keep a lookout!"" the ogre-men are coming out from the two-way mirror mountain they`re running up behind and they`re coming all about can`t go east `cause you gotta go south ogre-men are going home and the great big fight is over bugle blow, let trumpet cry ogre battle lives for ever more oh-ho-ho you can come along you can come along come to ogre battle 18embed",1974,"[' ah Ah', ' ahh! Now once upon a time An old man told me a fable When the piper is gone And the soup is cold on your table And if the black crow flies To find a new destination That is the sign Come tonight Come to the ogre site Come to the ogre battle fight He gives a great big cry And he can swallow up the ocean With a mighty tongue', 'Ogre Battle Lyrics Ahh! Ah', ' keep a lookout!"" The ogre-men are coming out From the two-way mirror mountain They`re running up behind And they`re coming all about Can`t go east `cause you gotta go south Ogre-men are going home And the great big fight is over Bugle blow', ' he catches flies The palm of a hand', ' ahh! C`mon! The ogre men are still inside The two-way mirror mountain Gotta keep down right out of sight You can`t see in', ' let trumpet cry Ogre battle lives for ever more Oh-ho-ho You can come along You can come along Come to ogre battle 18Embed', ' the incredible size One great big eye Has a focus in your direction Now the battle is on Yeah yeah yeah You might also like Come tonight Come to the ogre site Come to the ogre battle fight Ah', ' ah', ' but they can see out ""Ooh']",0.216955266955267,upbeat,False,False
Queen,Queen II,https://open.spotify.com/album/48MhNEYxMJvcBbqz85UTQP,https://i.scdn.co/image/ab67616d0000b273d92f69c3b3adb389afdde64f,54,1974-03-08,16,Nevermore ,"nevermore lyrics there`s no living in my life anymore the seas have gone dry and the rain stopped falling please don`t you cry anymore can`t you see? listen to the breeze whisper to me, please don`t send me to the path of nevermore even the valleys below where the rays of the sun were so warm and tender now haven`t anything to grow can`t you see? why did you have to leave me? why did you deceive me? send me to the path of nevermore when you say you didn`t love me anymore you might also like nevermore nevermore10embed",1974,"[' please Don`t send me to the path Of nevermore Even the valleys below Where the rays of the sun Were so warm and tender Now haven`t anything to grow Can`t you see? Why did you have to leave me? Why did you deceive me? Send me to the path Of nevermore When you say you didn`t love me Anymore You might also like Nevermore Nevermore10Embed', 'Nevermore Lyrics There`s no living in my life anymore The seas have gone dry And the rain stopped falling Please don`t you cry anymore Can`t you see? Listen to the breeze Whisper to me']",0.3444444444444444,upbeat,False,False
